id;inverse_temperature;learning_rate;eligibility_trace_decay;mixing_weight_low_effort;mixing_weight_high_effort_0;mixing_weight_high_effort_1
subject64;4.0907191710373;0.999999993840637;0.665086621580927;0.999999994355936;0.999999995811852;0.571226378022681
subject65;5.93545601300724;0.999999996662641;0.640231280377634;0.999999998736786;0.83865768775917;0.949250182638155
subject66;1.95904558814901;0.90693044314653;0.999999038035982;0.999999958362954;0.360160731650813;0.999999934156894
subject67;4.37332244424223;0.99999999881205;0.488288124752796;0.790520703926746;0.668882439959727;0.999999997540256
subject68;3.93188533640598;0.999999999178787;4.32485530785634e-09;0.999999999168748;0.550671012457523;0.999999994107988
subject69;5.09533381162785;0.0660689179707018;0.999999992996868;5.9480372564693e-09;0.526601943706306;0.999999983154987
subject70;4.74610906697368;0.0407065705721133;4.42779591245393e-08;0.573150802751788;0.529702137527066;2.0434945217024e-08
subject71;5.3154116060833;0.999999999336146;0.999999973511636;0.999999998067432;0.854934002224437;0.99999999542992
subject72;3.52541468716892;0.055064697032141;0.999999978171768;0.725309185656603;4.25933953693989e-08;0.999999757513573
subject73;5.78024798251928;0.41097276705016;0.999997848532514;0.99999996979539;0.423885180861752;0.207403084477266
subject74;2.81967847132615;0.414298599375842;0.695767297442862;0.478827472890412;0.210789890216882;0.980101914746627
subject75;3.23581583123667;0.999999998608865;2.44050348570928e-08;0.999999998663497;0.847173146698327;0.999999995867382
subject76;5.00171455590132;0.49626836428989;2.72022042932995e-09;0.999999996044741;0.391525902692101;0.974786663888362
subject77;3.64384952767003;0.408557539715158;0.19456867348244;0.999999817593316;0.735546044211454;0.999999944898196
subject78;5.84472062775327;0.199569674269075;1.79766391311258e-09;0.999999985284717;8.22253954028901e-09;0.904526692651829
subject79;3.78398199896133;0.999999994962131;0.0746937446136064;0.999999996857731;0.790064143603459;0.720621853038002
subject80;1.2845388983052;0.99999998438257;2.81097923138739e-07;0.30365292838084;0.999999894721701;0.999999961724673
subject81;4.64092410930903;0.999999998106453;0.999999987334935;0.89727512433355;0.999999996044623;0.726362799693691
subject82;2.8351381833922;0.999999998752458;0.0823949715311635;0.999999994096431;0.999999997272929;0.807779735934163
subject83;6.57514344295091;0.826046459305727;0.382438243980158;0.999999986715877;0.581355477558857;0.999999994890967
subject84;3.50344172210252;0.00535760334929444;9.88901053322118e-07;5.33382503967935e-07;0.999998920216892;1.47415898560029e-06
subject85;3.09648874015758;0.663811894769512;0.344405541859978;0.999999944656523;0.52721519356422;0.999999960506286
subject86;3.75413308696501;0.354930965468542;5.51276496071645e-05;0.832041856782015;0.266029853777549;0.999952205567388
subject87;2.10699739138753;0.999999998683855;1.83202212797094e-08;0.953212210883257;0.983366206311439;0.700936288376102
subject88;4.94504435851315;0.975166061376574;0.99999990139108;0.999999996428687;0.936515966979571;0.999999995175512
subject89;3.15021627632557;0.999999993814518;0.770243662260843;0.979891185389595;0.594580540545664;0.304586682296982
subject90;7.03742860250142;0.958584012066786;0.999999954555517;0.99999999743752;0.816450041087499;0.99999999711125
subject91;5.1957690206976;0.999999996026162;0.999999974643047;0.657987557396427;0.999999952698494;0.992588665875963
subject92;5.40725829561401;0.105195331734284;0.667845177371334;0.364498768926885;0.765871609076988;0.999994599036417
subject93;2.39907359235969;0.988221321053271;1.70880143998002e-08;0.642965176624675;0.9999999960119;0.999999542590132
subject94;4.50233751474576;0.724711520124073;0.999999809464067;0.999999818356495;0.999999788003504;0.747349220777491
subject95;5.71642461417335;0.999999996150307;0.999999936711733;0.795348788521094;0.966243697859631;0.999999995222479
subject96;5.01241332336217;0.0723782268575131;0.99999997602732;5.12023269865689e-08;0.919095523217907;3.6893489382081e-08
subject97;4.4959155280676;0.99999999891362;1.37007611791386e-08;0.999999995836485;0.999999996435867;0.755260883821378
subject98;7.92008358274527;0.865657331912757;0.665711092744782;0.680850041002148;0.791287532947976;0.999999871042661
subject99;4.06874675154688;0.813368924567724;0.999999996851656;0.999999997832684;0.649135337483735;0.999999997205489
subject100;4.58076019051585;0.611776019963573;0.198194760760034;0.999999989957981;0.612514667230183;0.999999985440228
subject101;4.71376180360994;0.850279282366073;0.221432799146241;0.840616882747851;0.616724566272832;0.64568961804847
subject102;7.93540647729903;0.759848257680504;0.916023379465028;0.999999948392204;0.591076002361568;0.999999993887721
